city,state_id,lat,lng,population,density,city_with_state
Rochester,MN,44.0154,-92.478,121870,836.8,"Rochester, MN"
Logan,UT,41.7399,-111.8422,121666,1142.4,"Logan, UT"
Harlingen,TX,26.1916,-97.6977,121441,688.2,"Harlingen, TX"
Berkeley,CA,37.8722,-122.276,121385,4492.7,"Berkeley, CA"
Clovis,CA,36.8278,-119.683,120607,1801.3,"Clovis, CA"
Round Rock,TX,30.527,-97.6642,120465,1231.6,"Round Rock, TX"
Pueblo,CO,38.2701,-104.6114,120380,765.4,"Pueblo, CO"
Temple,TX,31.1068,-97.3891,120240,447.0,"Temple, TX"
Meridian,ID,43.6116,-116.3977,119872,1271.9,"Meridian, ID"
Duluth,MN,46.7756,-92.1393,118574,467.5,"Duluth, MN"
The Woodlands,TX,30.1738,-95.5134,118402,1056.4,"The Woodlands, TX"
Boulder,CO,40.0248,-105.2524,118090,1534.8,"Boulder, CO"
Richardson,TX,32.9716,-96.7093,118063,1595.7,"Richardson, TX"
Cambridge,MA,42.3759,-71.1185,117962,7119.9,"Cambridge, MA"
West Palm Beach,FL,26.7469,-80.132,117588,842.8,"West Palm Beach, FL"
Port Arthur,TX,29.8554,-93.9264,117348,285.7,"Port Arthur, TX"
East Los Angeles,CA,34.0326,-118.1691,117222,6072.6,"East Los Angeles, CA"
Redding,CA,40.5698,-122.365,117163,605.9,"Redding, CA"
Clearwater,FL,27.979,-82.7623,116984,1727.4,"Clearwater, FL"
Monroe,LA,32.5185,-92.0774,116927,620.2,"Monroe, LA"
Utica,NY,43.0962,-75.2261,116766,1494.5,"Utica, NY"
St. Cloud,MN,45.534,-94.1718,116649,662.4,"St. Cloud, MN"
Mandeville,LA,30.3751,-90.0904,116649,665.0,"Mandeville, LA"
West Jordan,UT,40.6024,-112.0008,116383,1390.4,"West Jordan, UT"
North Charleston,SC,32.9067,-80.0722,115755,575.7,"North Charleston, SC"
Richmond,CA,37.9477,-122.3389,115619,1485.9,"Richmond, CA"
Westminster,CO,39.8837,-105.0624,115502,1411.9,"Westminster, CO"
Saginaw,MI,43.4199,-83.9501,115442,1000.9,"Saginaw, MI"
Kailua,HI,21.392,-157.7396,115264,2003.2,"Kailua, HI"
Brandon,FL,27.9367,-82.3,114923,1339.2,"Brandon, FL"
Ponce,PR,18.0127,-66.6212,114901,1509.8,"Ponce, PR"
Carlsbad,CA,33.1246,-117.2834,114745,1171.7,"Carlsbad, CA"
Lowell,MA,42.6389,-71.3217,114737,3254.9,"Lowell, MA"
Broken Arrow,OK,36.038,-95.7806,114237,700.6,"Broken Arrow, OK"
Elgin,IL,42.0383,-88.324,114190,1159.4,"Elgin, IL"
Gresham,OR,45.5021,-122.4413,113525,1863.7,"Gresham, OR"
League City,TX,29.4874,-95.1087,113469,853.0,"League City, TX"
Downey,CA,33.9379,-118.1311,113052,3517.5,"Downey, CA"
Waterloo,IA,42.4918,-92.3522,112333,421.6,"Waterloo, IA"
Murrieta,CA,33.5719,-117.1909,111899,1288.3,"Murrieta, CA"
Leominster,MA,42.5209,-71.7717,111856,584.3,"Leominster, MA"
Longview,TX,32.5193,-94.7622,111855,568.3,"Longview, TX"
Jacksonville,NC,34.7289,-77.3941,111830,568.9,"Jacksonville, NC"
Pompano Beach,FL,26.2428,-80.1312,111790,1793.5,"Pompano Beach, FL"
Bend,OR,44.0563,-121.3095,111774,1108.2,"Bend, OR"
Miami Gardens,FL,25.9433,-80.2426,111618,2332.6,"Miami Gardens, FL"
Costa Mesa,CA,33.6667,-117.9135,111490,2723.5,"Costa Mesa, CA"
Sioux City,IA,42.4959,-96.3901,111361,564.5,"Sioux City, IA"
Everett,WA,47.9525,-122.1669,110847,1273.7,"Everett, WA"
Gilroy,CA,37.0046,-121.5854,110720,1370.5,"Gilroy, CA"
San Buenaventura,CA,34.2741,-119.2314,110358,1948.0,"San Buenaventura, CA"
Temecula,CA,33.4928,-117.1315,110114,1143.6,"Temecula, CA"
Sugar Land,TX,29.5935,-95.6358,110077,1050.2,"Sugar Land, TX"
Chico,CA,39.7578,-121.8161,110001,1152.0,"Chico, CA"
Eau Claire,WI,44.8197,-91.4948,109491,804.6,"Eau Claire, WI"
El Monte,CA,34.0739,-118.0291,108682,4390.7,"El Monte, CA"
Idaho Falls,ID,43.4871,-112.0362,108544,971.5,"Idaho Falls, ID"
Dearborn,MI,42.3127,-83.213,108414,1726.4,"Dearborn, MI"
Bloomington,IN,39.1637,-86.5257,108387,1312.0,"Bloomington, IN"
West Covina,CA,34.0555,-117.9113,108173,2604.4,"West Covina, CA"
Sparks,NV,39.5736,-119.7161,108025,1143.0,"Sparks, NV"
South Fulton,GA,33.6273,-84.58,107865,447.9,"South Fulton, GA"
Centennial,CO,39.5926,-104.8673,107702,1398.1,"Centennial, CO"
Sandy Springs,GA,33.9366,-84.3703,107221,1099.3,"Sandy Springs, GA"
Inglewood,CA,33.9566,-118.3444,106806,4547.9,"Inglewood, CA"
Hillsboro,OR,45.5273,-122.936,106612,1592.8,"Hillsboro, OR"
Columbia,MD,39.2004,-76.859,106600,1288.9,"Columbia, MD"
Burbank,CA,34.1879,-118.3235,106389,2372.2,"Burbank, CA"
Davie,FL,26.0789,-80.287,105821,1170.9,"Davie, FL"
El Cajon,CA,32.8017,-116.9604,105721,2813.3,"El Cajon, CA"
Jurupa Valley,CA,34.001,-117.4706,105672,950.2,"Jurupa Valley, CA"
Allen,TX,33.1088,-96.6735,105444,1542.1,"Allen, TX"
Auburn,AL,32.6087,-85.4903,105386,476.6,"Auburn, AL"
Renton,WA,47.4784,-122.1918,105355,1728.0,"Renton, WA"
Holland,MI,42.7677,-86.0984,105134,791.2,"Holland, MI"
Brockton,MA,42.0821,-71.0242,104713,1895.2,"Brockton, MA"
Rio Rancho,NM,35.2873,-106.6982,104351,389.8,"Rio Rancho, NM"
San Mateo,CA,37.5522,-122.3121,104165,3314.5,"San Mateo, CA"
Rialto,CA,34.1175,-117.3892,103873,1664.7,"Rialto, CA"
Spokane Valley,WA,47.6626,-117.2346,103761,1062.1,"Spokane Valley, WA"
Charlottesville,VA,38.0375,-78.4855,103760,1744.5,"Charlottesville, VA"
Menifee,CA,33.6909,-117.1849,103680,861.6,"Menifee, CA"
Daly City,CA,37.6862,-122.4685,103648,5239.1,"Daly City, CA"
Wichita Falls,TX,33.9072,-98.5291,102482,547.5,"Wichita Falls, TX"
Riverview,FL,27.8227,-82.3023,102467,856.7,"Riverview, FL"
Norwalk,CA,33.9069,-118.0829,101893,4052.7,"Norwalk, CA"
Lee's Summit,MO,38.9171,-94.3816,101728,614.7,"Lee's Summit, MO"
Longmont,CO,40.1686,-105.1005,101642,1316.7,"Longmont, CO"
Vacaville,CA,38.3587,-121.9673,101631,1313.7,"Vacaville, CA"
Highlands Ranch,CO,39.5419,-104.9708,101514,1615.0,"Highlands Ranch, CO"
Kingsport,TN,36.5224,-82.5454,101323,406.7,"Kingsport, TN"
San Tan Valley,AZ,33.1786,-111.5629,101207,515.6,"San Tan Valley, AZ"
Quincy,MA,42.2506,-71.0187,100981,2352.6,"Quincy, MA"
Edinburg,TX,26.3196,-98.1597,100964,871.6,"Edinburg, TX"
Lynn,MA,42.4781,-70.9664,100653,3618.8,"Lynn, MA"
San Angelo,TX,31.4424,-100.4504,100057,640.0,"San Angelo, TX"
Hesperia,CA,34.3975,-117.3147,99878,530.6,"Hesperia, CA"
Bowling Green,KY,36.9716,-86.4378,99669,681.7,"Bowling Green, KY"
Federal Way,WA,47.3091,-122.3358,99614,1722.5,"Federal Way, WA"
Carmel,IN,39.965,-86.146,99453,782.3,"Carmel, IN"
Bismarck,ND,46.8143,-100.7694,99433,820.3,"Bismarck, ND"
Fishers,IN,39.9588,-85.9659,99041,1063.0,"Fishers, IN"
Lafayette,CO,39.9946,-105.0998,98889,1268.3,"Lafayette, CO"
Vista,CA,33.1896,-117.2386,98392,2026.6,"Vista, CA"
Boca Raton,FL,26.3752,-80.108,97980,1296.5,"Boca Raton, FL"
St. Augustine,FL,29.8976,-81.31,97703,593.7,"St. Augustine, FL"
Beaverton,OR,45.4779,-122.8168,97554,1920.3,"Beaverton, OR"
Goodyear,AZ,33.2614,-112.3622,97542,196.9,"Goodyear, AZ"
Portsmouth,VA,36.8468,-76.354,97384,1129.1,"Portsmouth, VA"
Orem,UT,40.2981,-111.6994,97100,2013.8,"Orem, UT"
Sunrise,FL,26.1547,-80.2997,96510,2300.4,"Sunrise, FL"
Portsmouth,NH,43.058,-70.7826,96146,545.8,"Portsmouth, NH"
Arden-Arcade,CA,38.6017,-121.3845,96076,2333.7,"Arden-Arcade, CA"
Lawrence,KS,38.9597,-95.2642,96061,1075.1,"Lawrence, KS"
Sandy,UT,40.5709,-111.8506,95635,1525.5,"Sandy, UT"
Slidell,LA,30.2887,-89.7828,95528,736.5,"Slidell, LA"
Buckeye,AZ,33.4314,-112.6429,95042,93.3,"Buckeye, AZ"
Livonia,MI,42.3972,-83.3733,94928,1026.8,"Livonia, MI"
Williamsburg,VA,37.2693,-76.7076,94892,668.9,"Williamsburg, VA"
Suffolk,VA,36.6953,-76.6398,94856,91.8,"Suffolk, VA"
Compton,CA,33.893,-118.2274,94822,3651.0,"Compton, CA"
La Crosse,WI,43.8241,-91.2268,94627,925.7,"La Crosse, WI"
Edmond,OK,35.6689,-97.416,94503,432.1,"Edmond, OK"
Carson,CA,33.8374,-118.2559,94475,1947.4,"Carson, CA"
San Marcos,CA,33.135,-117.1743,94360,1483.1,"San Marcos, CA"
Tracy,CA,37.7269,-121.4523,94027,1386.3,"Tracy, CA"
Prescott Valley,AZ,34.598,-112.3185,93923,448.6,"Prescott Valley, AZ"
Middletown,OH,39.5033,-84.3659,93870,746.1,"Middletown, OH"
Fall River,MA,41.7136,-71.1015,93638,1091.5,"Fall River, MA"
San GermÃ¡n,PR,18.0827,-67.046,93549,1384.7,"San GermÃ¡n, PR"
Santa Fe,NM,35.6619,-105.9819,93165,647.7,"Santa Fe, NM"
Plantation,FL,26.1259,-80.2617,93130,1653.2,"Plantation, FL"
MayagÃ¼ez,PR,18.2003,-67.1397,93079,1105.2,"MayagÃ¼ez, PR"
New Braunfels,TX,29.6994,-98.1148,92993,797.3,"New Braunfels, TX"
Roswell,GA,34.0391,-84.3513,92770,879.5,"Roswell, GA"
Conroe,TX,30.3238,-95.4824,92475,482.5,"Conroe, TX"
South Gate,CA,33.9447,-118.1926,92381,4928.5,"South Gate, CA"
Santa Monica,CA,34.0235,-118.481,92168,4231.9,"Santa Monica, CA"
Kirkland,WA,47.697,-122.2057,92015,1995.2,"Kirkland, WA"
Hoover,AL,33.3763,-86.8068,91995,720.1,"Hoover, AL"
O'Fallon,MO,38.785,-90.7175,91825,1162.3,"O'Fallon, MO"
Alafaya,FL,28.528,-81.1868,91531,1153.4,"Alafaya, FL"
Palm Coast,FL,29.5389,-81.2457,91082,368.7,"Palm Coast, FL"
Norwalk,CT,41.1144,-73.4215,91050,1536.1,"Norwalk, CT"
Lawton,OK,34.6175,-98.4202,91023,431.6,"Lawton, OK"
Chino,CA,33.9836,-117.6654,91008,1188.1,"Chino, CA"
Mount Pleasant,SC,32.8537,-79.8203,90945,708.7,"Mount Pleasant, SC"
Manteca,CA,37.7927,-121.2264,90678,1512.3,"Manteca, CA"
Westminster,CA,33.7523,-117.9938,90638,3485.9,"Westminster, CA"
Florence,SC,34.178,-79.7898,90419,659.0,"Florence, SC"
Joplin,MO,37.0757,-94.5018,90384,525.7,"Joplin, MO"
Germantown,MD,39.1755,-77.2643,90210,2044.8,"Germantown, MD"
San Leandro,CA,37.7074,-122.1599,89723,2600.1,"San Leandro, CA"
Town 'n' Country,FL,28.0106,-82.5763,89456,1551.0,"Town 'n' Country, FL"
Clifton,NJ,40.863,-74.1575,89451,3063.3,"Clifton, NJ"
Waukegan,IL,42.3698,-87.8716,89435,1425.9,"Waukegan, IL"
Bloomington,MN,44.8306,-93.3151,89244,993.0,"Bloomington, MN"
Avondale,AZ,33.3873,-112.3235,89214,723.3,"Avondale, AZ"
Atascocita,TX,29.9777,-95.1953,89121,1440.6,"Atascocita, TX"
Missoula,MT,46.8751,-114.0214,88780,828.8,"Missoula, MT"
Fort Myers,FL,26.6194,-81.8302,88699,858.3,"Fort Myers, FL"
Newton,MA,42.3316,-71.2085,88453,1915.7,"Newton, MA"
Lawrence,MA,42.7002,-71.1626,88067,4906.8,"Lawrence, MA"
Muncie,IN,40.1989,-85.395,88061,918.2,"Muncie, IN"
Rapid City,SD,44.0716,-103.2204,87826,530.3,"Rapid City, SD"
Troy,MI,42.5817,-83.1457,87170,1006.3,"Troy, MI"
Livermore,CA,37.6868,-121.7607,87154,1266.5,"Livermore, CA"
Citrus Heights,CA,38.6948,-121.288,87127,2366.3,"Citrus Heights, CA"
Hawthorne,CA,33.9147,-118.3476,86978,5516.7,"Hawthorne, CA"
Winchester,VA,39.1735,-78.1746,86813,1180.3,"Winchester, VA"
Springdale,AR,36.1901,-94.1574,86705,672.6,"Springdale, AR"
Whittier,CA,33.9678,-118.0188,86459,2278.8,"Whittier, CA"
Deerfield Beach,FL,26.305,-80.1277,86455,2231.6,"Deerfield Beach, FL"
Decatur,IL,39.8557,-88.9342,86231,634.0,"Decatur, IL"
San Ramon,CA,37.7624,-121.9365,86119,1657.6,"San Ramon, CA"
Vineland,NJ,39.4653,-74.9981,86042,343.2,"Vineland, NJ"
Mission,TX,26.2039,-98.3256,85755,911.2,"Mission, TX"
Auburn,WA,47.3039,-122.2108,85623,1117.7,"Auburn, WA"
Lake Forest,CA,33.6605,-117.6714,85583,1977.0,"Lake Forest, CA"
Newport Beach,CA,33.6151,-117.8668,85159,1381.7,"Newport Beach, CA"
Melbourne,FL,28.1086,-80.6627,84982,743.1,"Melbourne, FL"
Brooklyn Park,MN,45.1112,-93.3505,84951,1257.9,"Brooklyn Park, MN"
Bryan,TX,30.665,-96.3807,84820,599.2,"Bryan, TX"
Westland,MI,42.3192,-83.3805,84806,1602.6,"Westland, MI"
Napa,CA,38.2975,-122.301,84703,1696.1,"Napa, CA"
Baytown,TX,29.7587,-94.9671,84449,808.4,"Baytown, TX"
Cicero,IL,41.8445,-87.7593,84189,5542.3,"Cicero, IL"
Anderson,IN,40.0891,-85.6892,83875,510.6,"Anderson, IN"
Franklin,TN,35.92,-86.8516,83630,725.3,"Franklin, TN"
Farmington Hills,MI,42.486,-83.3771,83562,969.8,"Farmington Hills, MI"
Buena Park,CA,33.8572,-118.0046,83542,3064.1,"Buena Park, CA"
Albany,GA,31.5776,-84.1762,83447,483.3,"Albany, GA"
Pine Hills,FL,28.5818,-81.4692,83221,2634.9,"Pine Hills, FL"
State College,PA,40.7909,-77.8567,83170,3449.3,"State College, PA"
Redwood City,CA,37.5025,-122.2253,83077,1658.9,"Redwood City, CA"
Warwick,RI,41.7062,-71.4334,82783,913.2,"Warwick, RI"
Jackson,MI,42.2431,-84.4038,82775,1119.2,"Jackson, MI"
Cranston,RI,41.7658,-71.4858,82691,1126.4,"Cranston, RI"
Largo,FL,27.9088,-82.7712,82541,1712.4,"Largo, FL"
Miami Beach,FL,25.8171,-80.1396,82400,4135.8,"Miami Beach, FL"
Alhambra,CA,34.084,-118.1355,82295,4163.8,"Alhambra, CA"
Johns Creek,GA,34.0333,-84.2027,82230,1030.4,"Johns Creek, GA"
Mountain View,CA,37.4001,-122.0796,82132,2651.9,"Mountain View, CA"
Salisbury,MD,38.3756,-75.5865,81921,923.2,"Salisbury, MD"
Morgantown,WV,39.6383,-79.9464,81912,1146.2,"Morgantown, WV"
Silver Spring,MD,39.0028,-77.0207,81808,4006.9,"Silver Spring, MD"
Layton,UT,41.077,-111.962,81726,1400.5,"Layton, UT"
Springfield,OH,39.93,-83.7959,81620,865.6,"Springfield, OH"
Lakewood,CA,33.8471,-118.1222,81499,3349.6,"Lakewood, CA"
Florence,AL,34.8303,-87.6655,81268,593.8,"Florence, AL"
Folsom,CA,38.6668,-121.1422,81077,1122.8,"Folsom, CA"
Madera,CA,36.963,-120.0778,80937,1554.3,"Madera, CA"
New Rochelle,NY,40.9304,-73.7836,80828,3034.0,"New Rochelle, NY"
Parma,OH,41.3843,-81.7286,80587,1554.0,"Parma, OH"
Terre Haute,IN,39.466,-87.3751,80567,650.7,"Terre Haute, IN"
Somerville,MA,42.3908,-71.1014,80464,7534.5,"Somerville, MA"
Flagstaff,AZ,35.1872,-111.6194,80167,445.7,"Flagstaff, AZ"
Boynton Beach,FL,26.5281,-80.0811,80068,1913.4,"Boynton Beach, FL"
Homestead,FL,25.4665,-80.4472,79996,2047.7,"Homestead, FL"
Newark,OH,40.0706,-82.425,79959,925.5,"Newark, OH"
Plymouth,MN,45.0225,-93.4617,79918,943.3,"Plymouth, MN"
Anniston,AL,33.6712,-85.8135,79717,181.2,"Anniston, AL"
Texarkana,TX,33.45,-94.0847,79570,444.7,"Texarkana, TX"
Tustin,CA,33.7311,-117.8107,79514,2759.9,"Tustin, CA"
Pharr,TX,26.1685,-98.1904,79434,1293.2,"Pharr, TX"
Port Huron,MI,42.9821,-82.4388,79363,1376.3,"Port Huron, MI"
Turlock,CA,37.5053,-120.8588,79301,1666.6,"Turlock, CA"
Rancho Cordova,CA,38.5737,-121.2527,79128,883.8,"Rancho Cordova, CA"
The Villages,FL,28.9034,-81.9887,79108,935.5,"The Villages, FL"
Milpitas,CA,37.4336,-121.8921,79092,2265.2,"Milpitas, CA"
Perris,CA,33.7898,-117.2233,78881,964.9,"Perris, CA"
Upland,CA,34.1178,-117.6604,78847,1953.4,"Upland, CA"
Alton,IL,38.9037,-90.152,78729,631.8,"Alton, IL"
Pleasanton,CA,37.6663,-121.8805,78691,1258.5,"Pleasanton, CA"
Kendall,FL,25.6697,-80.3556,78402,1880.3,"Kendall, FL"
Jonesboro,AR,35.8212,-90.6791,78379,377.4,"Jonesboro, AR"
Bellflower,CA,33.888,-118.1271,78352,4945.3,"Bellflower, CA"
Battle Creek,MI,42.2985,-85.2296,78338,475.7,"Battle Creek, MI"
Chino Hills,CA,33.9508,-117.7254,78223,676.4,"Chino Hills, CA"
Cheyenne,WY,41.135,-104.7902,78204,734.0,"Cheyenne, WY"
Lebanon,PA,40.3412,-76.4228,78147,2471.8,"Lebanon, PA"
Carmichael,CA,38.6318,-121.3263,78144,1967.6,"Carmichael, CA"
South Jordan,UT,40.557,-111.9784,78118,1358.3,"South Jordan, UT"
Davis,CA,38.5553,-121.737,77874,2602.1,"Davis, CA"
Elizabethtown,KY,37.7031,-85.8773,77770,439.5,"Elizabethtown, KY"
Schaumburg,IL,42.0308,-88.0838,77571,1548.1,"Schaumburg, IL"
Alameda,CA,37.7668,-122.267,77565,2879.8,"Alameda, CA"
Hammond,IN,41.6168,-87.4909,77390,1314.7,"Hammond, IN"
Pasco,WA,46.2506,-119.1305,77274,873.1,"Pasco, WA"
Evanston,IL,42.0464,-87.6943,77181,3830.6,"Evanston, IL"
Lehi,UT,40.4136,-111.8725,77110,1044.1,"Lehi, UT"
Alexandria,LA,31.2923,-92.4702,77109,611.6,"Alexandria, LA"
North Port,FL,27.0576,-82.1977,76975,299.1,"North Port, FL"
Arlington Heights,IL,42.0955,-87.9826,76794,1784.8,"Arlington Heights, IL"
Camarillo,CA,34.223,-119.0321,76748,1385.1,"Camarillo, CA"
Wyoming,MI,42.8908,-85.7066,76732,1197.4,"Wyoming, MI"
Flower Mound,TX,33.0343,-97.1146,76630,705.4,"Flower Mound, TX"
Bethlehem,PA,40.6266,-75.3679,76555,1546.3,"Bethlehem, PA"
Hattiesburg,MS,31.3074,-89.317,76501,350.2,"Hattiesburg, MS"
Loveland,CO,40.4166,-105.0623,76500,836.9,"Loveland, CO"
Pittsburg,CA,38.0182,-121.8965,76419,1669.3,"Pittsburg, CA"
Cedar Park,TX,30.5105,-97.8197,76344,1152.4,"Cedar Park, TX"
Wenatchee,WA,47.436,-120.3295,76152,1286.0,"Wenatchee, WA"
Southfield,MI,42.4765,-83.2605,76107,1119.3,"Southfield, MI"
Rochester Hills,MI,42.6645,-83.1563,76041,895.0,"Rochester Hills, MI"
Hammond,LA,30.5061,-90.4563,76032,548.3,"Hammond, LA"
Valdosta,GA,30.8502,-83.2788,75919,593.0,"Valdosta, GA"
Owensboro,KY,37.7575,-87.1172,75644,1118.0,"Owensboro, KY"
Apple Valley,CA,34.5352,-117.2109,75603,379.1,"Apple Valley, CA"
Woodbury,MN,44.9057,-92.923,75549,835.9,"Woodbury, MN"
Pawtucket,RI,41.8744,-71.3743,75176,3348.9,"Pawtucket, RI"
St. Joseph,MO,39.7598,-94.821,75033,633.0,"St. Joseph, MO"
Doral,FL,25.8152,-80.3565,74891,2087.9,"Doral, FL"
Dover,NH,43.1887,-70.8845,74554,474.5,"Dover, NH"
Missouri City,TX,29.563,-95.5365,74517,991.6,"Missouri City, TX"
Saratoga Springs,NY,43.0674,-73.7775,74339,392.2,"Saratoga Springs, NY"
Pocatello,ID,42.8724,-112.4647,74284,654.8,"Pocatello, ID"
Oshkosh,WI,44.0227,-88.5619,74251,946.8,"Oshkosh, WI"
New Britain,CT,41.6759,-72.7862,74212,2139.0,"New Britain, CT"
Castle Rock,CO,39.3763,-104.8535,74065,823.1,"Castle Rock, CO"
Lauderhill,FL,26.1605,-80.2241,73987,3354.7,"Lauderhill, FL"
Broomfield,CO,39.9542,-105.0526,73946,866.0,"Broomfield, CO"
Dale City,VA,38.6473,-77.3459,73928,2004.5,"Dale City, VA"
Bolingbrook,IL,41.6901,-88.1021,73755,1142.9,"Bolingbrook, IL"
Redmond,WA,47.6763,-122.1169,73728,1718.3,"Redmond, WA"
Caguas,PR,18.2319,-66.0388,73713,2611.7,"Caguas, PR"
Mansfield,TX,32.569,-97.1213,73680,773.2,"Mansfield, TX"
Ellicott City,MD,39.2774,-76.8345,73589,946.9,"Ellicott City, MD"
Sheboygan,WI,43.7403,-87.7316,73531,1229.2,"Sheboygan, WI"
Mansfield,OH,40.7656,-82.5275,73448,596.4,"Mansfield, OH"
Glens Falls,NY,43.3109,-73.6458,73424,1478.2,"Glens Falls, NY"
Daytona Beach,FL,29.1995,-81.0982,73329,420.2,"Daytona Beach, FL"
Lodi,CA,38.1218,-121.2932,73239,1882.7,"Lodi, CA"
Redlands,CA,34.0512,-117.1712,73234,785.0,"Redlands, CA"
Harrisonburg,VA,38.4362,-78.8735,73160,1153.3,"Harrisonburg, VA"
Dothan,AL,31.2336,-85.407,73037,303.8,"Dothan, AL"
Cleveland,TN,35.1817,-84.8707,72870,597.0,"Cleveland, TN"
Jackson,TN,35.6538,-88.8354,72836,446.9,"Jackson, TN"
Mount Vernon,NY,40.9136,-73.8291,72817,6401.2,"Mount Vernon, NY"
Centreville,VA,38.839,-77.4389,72680,2350.9,"Centreville, VA"
Altoona,PA,40.5082,-78.4007,72348,1728.1,"Altoona, PA"
Framingham,MA,42.3085,-71.4368,71805,1107.0,"Framingham, MA"
Camden,NJ,39.9361,-75.1073,71799,3108.3,"Camden, NJ"
Georgetown,TX,30.666,-97.6966,71788,479.2,"Georgetown, TX"
Baldwin Park,CA,34.0829,-117.9722,71692,4173.7,"Baldwin Park, CA"
Rocklin,CA,38.8075,-121.2489,71676,1397.0,"Rocklin, CA"
Porterville,CA,36.0643,-119.0338,71669,1293.9,"Porterville, CA"
Tamarac,FL,26.2056,-80.2539,71578,2383.7,"Tamarac, FL"
Glen Burnie,MD,39.156,-76.6071,71427,1592.9,"Glen Burnie, MD"
Blacksburg,VA,37.23,-80.4279,71277,883.1,"Blacksburg, VA"
Wausau,WI,44.962,-89.6459,71236,801.3,"Wausau, WI"
Sumter,SC,33.9392,-80.393,71234,505.8,"Sumter, SC"
Janesville,WI,42.6854,-89.0135,71202,741.7,"Janesville, WI"
Brunswick,GA,31.1449,-81.4746,71160,345.8,"Brunswick, GA"
Dublin,CA,37.7161,-121.8963,71068,1801.8,"Dublin, CA"
Wilmington,DE,39.7415,-75.5416,71034,2517.3,"Wilmington, DE"
Waukesha,WI,43.0087,-88.2464,70945,1073.2,"Waukesha, WI"
Fairbanks,AK,64.8353,-147.6533,70817,395.2,"Fairbanks, AK"
Lakeville,MN,44.6774,-93.252,70696,739.4,"Lakeville, MN"
St. Charles,MO,38.7954,-90.5157,70687,1084.4,"St. Charles, MO"
Redondo Beach,CA,33.8577,-118.3765,70620,4399.5,"Redondo Beach, CA"
Spring Hill,TN,35.7437,-86.9116,70531,681.0,"Spring Hill, TN"
Bayonne,NJ,40.6668,-74.1158,70497,4675.6,"Bayonne, NJ"
Grand Forks,ND,47.9214,-97.0884,70475,813.0,"Grand Forks, ND"
Noblesville,IN,40.0355,-86.0042,70442,790.7,"Noblesville, IN"
Guaynabo,PR,18.3832,-66.1134,70167,2248.8,"Guaynabo, PR"
El Paso de Robles,CA,35.6394,-120.656,70128,612.6,"El Paso de Robles, CA"
North Richland Hills,TX,32.8604,-97.218,70114,1490.5,"North Richland Hills, TX"
Maple Grove,MN,45.1089,-93.4626,70110,831.1,"Maple Grove, MN"
Passaic,NJ,40.8574,-74.1282,70048,8632.7,"Passaic, NJ"
Blaine,MN,45.1696,-93.2077,70047,821.9,"Blaine, MN"
Lake Elsinore,CA,33.6847,-117.3344,69993,706.2,"Lake Elsinore, CA"
Rogers,AR,36.317,-94.1531,69961,694.5,"Rogers, AR"
Casas Adobes,AZ,32.3423,-111.0113,69917,1017.9,"Casas Adobes, AZ"
Sherman,TX,33.6273,-96.6221,69880,367.9,"Sherman, TX"
Walnut Creek,CA,37.9024,-122.0399,69809,1364.0,"Walnut Creek, CA"
Conway,AR,35.0753,-92.4692,69651,541.1,"Conway, AR"
Eastvale,CA,33.9617,-117.5803,69594,2119.4,"Eastvale, CA"
Union City,CA,37.6032,-122.0181,69502,1383.4,"Union City, CA"
Michigan City,IN,41.7092,-86.869,69459,605.1,"Michigan City, IN"
Poinciana,FL,28.1217,-81.4821,69311,372.4,"Poinciana, FL"
Tulare,CA,36.1995,-119.34,69261,1296.8,"Tulare, CA"
Gary,IN,41.5905,-87.3473,69136,535.3,"Gary, IN"
Gaithersburg,MD,39.1346,-77.2131,69016,2581.8,"Gaithersburg, MD"
East Orange,NJ,40.7651,-74.2117,68879,6771.2,"East Orange, NJ"
Wesley Chapel,FL,28.2106,-82.3238,68814,604.8,"Wesley Chapel, FL"
West Des Moines,IA,41.5521,-93.7806,68744,561.2,"West Des Moines, IA"
Dalton,GA,34.769,-84.972,68614,623.7,"Dalton, GA"
Dubuque,IA,42.5002,-90.707,68601,733.3,"Dubuque, IA"
Schenectady,NY,42.8025,-73.9275,68476,2446.3,"Schenectady, NY"
Ankeny,IA,41.7288,-93.6031,68392,866.3,"Ankeny, IA"
Maricopa,AZ,33.0408,-112.0011,68376,541.6,"Maricopa, AZ"
Eagan,MN,44.817,-93.1638,68262,845.3,"Eagan, MN"
Hanford,CA,36.3274,-119.6549,68122,1280.0,"Hanford, CA"
Bristol,TN,36.5572,-82.2154,68083,322.7,"Bristol, TN"
Yorba Linda,CA,33.889,-117.7714,68035,1316.5,"Yorba Linda, CA"
Weston,FL,26.1006,-80.4054,68029,1068.0,"Weston, FL"
Watsonville,CA,36.9206,-121.7708,68020,2984.5,"Watsonville, CA"
Palo Alto,CA,37.3905,-122.1468,67901,1090.0,"Palo Alto, CA"
South Hill,WA,47.1198,-122.2853,67835,1409.3,"South Hill, WA"
Shawnee,KS,39.0158,-94.8076,67671,622.5,"Shawnee, KS"
San Marcos,TX,29.8734,-97.9356,67491,692.4,"San Marcos, TX"
Great Falls,MT,47.5022,-111.2996,67300,1008.5,"Great Falls, MT"
Haverhill,MA,42.7838,-71.0871,67273,786.2,"Haverhill, MA"
Union City,NJ,40.7675,-74.0323,67258,20177.4,"Union City, NJ"
